id	text	location	time_zone	date
417996065673981952	new years resolution: be kim taeyeon		Beijing	Tue Dec 31 12:30:02 +0000 2013
417996068593610753	I may as well be called a new years resolution. Because no one's going to do me either.	Edinburgh	Amsterdam	Tue Dec 31 12:30:03 +0000 2013
417996070551957504	@palmtreehero new years resolution: make enough space on your gd wall for some actual kyohei art	Crying on the floor	Brisbane	Tue Dec 31 12:30:03 +0000 2013
417996074129686528	What is your New Years resolution going to be? We hope attending #GeorgiaTI2014 will be one!	Georgia	Eastern Time (US & Canada)	Tue Dec 31 12:30:04 +0000 2013
417996076751548416	My new years resolution is to carry on as I always have. I dont need to change and if I did it wouldn't be because of a some Gregorian Prick	City Of Villains	Hawaii	Tue Dec 31 12:30:05 +0000 2013
417996089942605825	@TheJennyMolloy i need to find a new new years resolution now 😥 #bigbootybitches	Tipperary	Dublin	Tue Dec 31 12:30:08 +0000 2013
417996098226368512	My New Years resolution is that I'm not going to tell myself I will join a gym, eat healthy or be an acceptable drunk this year		Amsterdam	Tue Dec 31 12:30:10 +0000 2013
417996104102608896	My New Years Resolution is the Flyers winning the Stanley Cup.	Lehigh Valley Dairy Farm	Quito	Tue Dec 31 12:30:11 +0000 2013
417996114273796096	The only person I know to have ever stuck to a New Years resolution is @Zoeesmith92 !! No chocolate or crisps for a year #dedication 🍫🍫		Casablanca	Tue Dec 31 12:30:14 +0000 2013
417996123341455360	@EvilHayama Your new years resolution. Get over your exclamation mark phobia. :)	Sydney	Sydney	Tue Dec 31 12:30:16 +0000 2013
417996168267059200	If anyone is going to make a New Years Resolution, please be it a productive one and put weights back after you...Gratzi 👍😁	South Wales/London	Amsterdam	Tue Dec 31 12:30:27 +0000 2013
417996172713013248	I think the best I can do for a New Years resolution is to get older...		Casablanca	Tue Dec 31 12:30:28 +0000 2013
417996204082208768	"My mam just said my new years resolution should be to go on my phone less
HAHAHAHAHAHAHHAHAHAHAHHAHA

Next joke please"	Beau&James/5	Amsterdam	Tue Dec 31 12:30:35 +0000 2013
417996204795232257	My new years resolution is to get @Joe_Sugg to tweet me :D		Casablanca	Tue Dec 31 12:30:35 +0000 2013
417996210188718080	New years resolution... I will not hit the snooze button lol	Knoxville, Tennessee	Quito	Tue Dec 31 12:30:37 +0000 2013
417996211501936640	My New Years resolution is to spend less time on twitter and Facebook. But don't worry, They are only made for breaking so I'll be fine! :)	derbyshire	London	Tue Dec 31 12:30:37 +0000 2013
417996236520955904	With a new year just round the corner, why not make a New Years resolution to care for your hair and skin by using ranaarganoil products.	worldwide	Casablanca	Tue Dec 31 12:30:43 +0000 2013
417996257685409792	"Most peoples New years resolution should be to learn the difference between ""too"" and ""to"""		London	Tue Dec 31 12:30:48 +0000 2013
417996259002417152	"""@Real_Liam_Payne: Trying to think of my new years resolution but dont know what to do"" same"	#guccicuntclique	Pacific Time (US & Canada)	Tue Dec 31 12:30:48 +0000 2013
417996259211739136	@keannabaduel i won't include that one to my new years resolution bc i dont regret that one 😛🙊	MNL	Beijing	Tue Dec 31 12:30:48 +0000 2013
417996261418344448	Seriously, why is it my soul purpose in life to be late for at everything. New Years resolution right there	United Kingdom	Amsterdam	Tue Dec 31 12:30:49 +0000 2013
417996270817779712	Kind of tempted to make my new years resolution to stop eating pizza, just to see how long i last	Norwich / Brighton	London	Tue Dec 31 12:30:51 +0000 2013
417996281320316928	New Years resolution - get a working eyeball.	London	London	Tue Dec 31 12:30:54 +0000 2013
417996285187489792	My New Years resolution shall be to cycle and run every day 👌	Friendzone, UK	London	Tue Dec 31 12:30:55 +0000 2013
417996285635870721	Make a new years resolution and this time achieve it no matter what the cost is ...	Goa	Pacific Time (US & Canada)	Tue Dec 31 12:30:55 +0000 2013
417996297887809536	Not got a new years resolution so think ill be a dick for another year		Hawaii	Tue Dec 31 12:30:58 +0000 2013
417996306347753472	“@KSIOlajidebt: Let me try again. What's your new years resolution for 2014?” To stop using spray deodorant... Roll on 2014.	Guernsey, Channel Islands	Amsterdam	Tue Dec 31 12:31:00 +0000 2013
417996332901867520	New years resolution is to keep off what doesn't make a better person but to live life to the max it's too short to keep procrastinating.	Grahamstown	Quito	Tue Dec 31 12:31:06 +0000 2013
417996348508499968	"Christella : stop being two faced bitches and be better people
New years resolution"		New Caledonia	Tue Dec 31 12:31:10 +0000 2013
417996348945080320	My New Years resolution is to just find decent pals and have the best year possible		London	Tue Dec 31 12:31:10 +0000 2013
417996355563290625	"New Years resolution: 
Fucking your bitch."	Ohio cause I'm really high yo.	Eastern Time (US & Canada)	Tue Dec 31 12:31:11 +0000 2013
417996358998827008	my New Years resolution is not to be a fat shit	essex	London	Tue Dec 31 12:31:12 +0000 2013
417996374777405440	i would make a new years resolution but there's literally no point, i never go through with them		Amsterdam	Tue Dec 31 12:31:16 +0000 2013
417996378350968832	new years resolution start a turning point revival band	Middlesbrough	London	Tue Dec 31 12:31:17 +0000 2013
417996383480991747	Seriously, why is it my soul purpose in life to be late for everything. New Years resolution right there	United Kingdom	Amsterdam	Tue Dec 31 12:31:18 +0000 2013
417996394042253314	I don't think anybody's New Years resolution starts tomorrow, because everybody will be too hungover	Manchester, England	Amsterdam	Tue Dec 31 12:31:20 +0000 2013
417996404599304192	My New Years resolution should probably be to be less selfish ... Lol I'm definitely setting myself up for failure there ...	Kinsman Ohio	Mountain Time (US & Canada)	Tue Dec 31 12:31:23 +0000 2013
417996422018256896	My New Years resolution is to meet @TheVampsband I'm not even kidding	united kingdom, scotland	Hawaii	Tue Dec 31 12:31:27 +0000 2013
417996426762027008	Id like to say I'll stop smoking for my New Years resolution but cba	Norwich	London	Tue Dec 31 12:31:28 +0000 2013
417996439558434817	my new years resolution is also to reply to you all more bc i am useless at replying to everyone no matter if i like them or not	nz	Auckland	Tue Dec 31 12:31:31 +0000 2013
417996442158899200	i need a new years resolution	Six feet under the stars.	Amsterdam	Tue Dec 31 12:31:32 +0000 2013
417996447729336320	My new years resolution for 2014 is: To be more awesome! ;)	Loughborough	London	Tue Dec 31 12:31:33 +0000 2013
417996448915939328	@morobbb can this be your official New Years resolution? Because I approve.		Eastern Time (US & Canada)	Tue Dec 31 12:31:34 +0000 2013
417996452418568192	a New Years resolution is something that goes in one year and out the other...  *badum tissh*	Leeds, UK	London	Tue Dec 31 12:31:34 +0000 2013
417996457950859264	My New Years Resolution is not to go on a Twitter Rampage about any girl, Need to stop embarrassing myself #NewYearNewMe 😉😉	Bristol/Worcester	London	Tue Dec 31 12:31:36 +0000 2013
417996465290899456	My New Years Resolution is to find more stuff to tweet about#ilovetwittee	Bloomingburg	Eastern Time (US & Canada)	Tue Dec 31 12:31:37 +0000 2013
417996485490651136	my New Years resolution is to become Beyoncè.	London	London	Tue Dec 31 12:31:42 +0000 2013
417996492826480640	My New Years resolution is always to stop being so shy. To be more outgoing. Lol. I've came a long way. 💁	iG | MayaLouu_	Mountain Time (US & Canada)	Tue Dec 31 12:31:44 +0000 2013
417996503072788480	"“@ThatHaleyWay: New Years resolution: 
Fucking your bitch.”"		Arizona	Tue Dec 31 12:31:46 +0000 2013
417996514007728128	@iansuch Brown and green but I never use the green. It's my new years resolution to utilise it more	Wigan	London	Tue Dec 31 12:31:49 +0000 2013
417996528096387072	Tomorrow I'll see if I succeeded in last years resolution of not making any more New Years resolutions		Casablanca	Tue Dec 31 12:31:52 +0000 2013
417996531413708800	My new years resolution would be that no one would ever put me down and control my life again. I should be the one taking hold of it.	2013	Alaska	Tue Dec 31 12:31:53 +0000 2013
417996540939341824	New Years Resolution: get and follow from @CameronDallas I love you Cam!! Happy New Year!!!		Auckland	Tue Dec 31 12:31:56 +0000 2013
417996543665664000	Slippery Slope of New Years Resolutions: 1st Resolution: Go to the gym every day. 2nd: Feel guilty for not going. 3rd: Pie.	New York | Paris | Peckham	London	Tue Dec 31 12:31:56 +0000 2013
417996562791677952	remember when my new years resolution was to meet harry styles hahahahahaha no	1950s	Casablanca	Tue Dec 31 12:32:01 +0000 2013
417996592218525696	@Stellaroffic Yan! very goooood! new years resolution natin to. :))))	Philippines	Beijing	Tue Dec 31 12:32:08 +0000 2013
417996592739012608	"And my resolution for New Years is.                                                                                       
NIGGA WE MADE IT."	Boston	Atlantic Time (Canada)	Tue Dec 31 12:32:08 +0000 2013
417996593665548288	"""@ThatHaleyWay: New Years resolution: 
Fucking your bitch."""	wonderland	Pacific Time (US & Canada)	Tue Dec 31 12:32:08 +0000 2013
417996597461409792	i dont have a new years resolution because i'm too realistic.	Stanford '17    •    TYO x CA	Tokyo	Tue Dec 31 12:32:09 +0000 2013
417996609868148736	I'm too perfect to have any New Years resolution. HAHAHA		Singapore	Tue Dec 31 12:32:12 +0000 2013
417996620110647296	Something has to be done about this. Let's set it has my New Years Resolution that I'm not going to do as I hate New Years!	Pandaland	London	Tue Dec 31 12:32:14 +0000 2013
417996621071138816	Someone asked if I had a New Years resolution... Not really, it never really ends for me. The race is long.	ÜT: 6.61129,3.33628	West Central Africa	Tue Dec 31 12:32:15 +0000 2013
417996631473004545	New years resolution: Become a Russian princess	Southport	Amsterdam	Tue Dec 31 12:32:17 +0000 2013
417996631708299264	My New Years Resolution.....have a baby		London	Tue Dec 31 12:32:17 +0000 2013
417996641913032704	New Years resolution = no boyfriends. 🙅		London	Tue Dec 31 12:32:20 +0000 2013
417996645612421120	New Years resolution #1: Stand up for myself more	William McKinley High School	London	Tue Dec 31 12:32:20 +0000 2013
417996646035632128	new years resolution????? nah	winter wonderland	Perth	Tue Dec 31 12:32:21 +0000 2013
417996676931280897	"My New Years resolution Is to try not to get pickpocketed by a Romanian or Bulgarian Immigrant. 

Ooo ""edgy""."	London	Amsterdam	Tue Dec 31 12:32:28 +0000 2013
417996679628201984	Happy New Year @lovejourdan !! What's your new years resolution HAH! :)xx	1/6 Cimorelli	Beijing	Tue Dec 31 12:32:29 +0000 2013
417996681381416961	My resolution for New Years is nigga we made it	✈️	Eastern Time (US & Canada)	Tue Dec 31 12:32:29 +0000 2013
417996683872436225	did a list of new years resolution lets see what im going to achieve in 2014 ha hA haaa	i love robin	Kuala Lumpur	Tue Dec 31 12:32:30 +0000 2013
417996687995858944	Im actually gonna make a new years resolution. Im gonna do the 3 peaks before im 21.	Carlisle	London	Tue Dec 31 12:32:31 +0000 2013
417996694153068544	New years resolution; 2000 followers&amp;atleast 2/4jls💙❤️💚💛💁	UK	London	Tue Dec 31 12:32:32 +0000 2013
417996696225067008	New Years Resolution: Be less dog	Liverpool	London	Tue Dec 31 12:32:33 +0000 2013
417996732543164418	New Years resolution: become Beyoncé 😓	Niggahs in Perth	Beijing	Tue Dec 31 12:32:41 +0000 2013
417996736809164800	My New Years resolution is to actually get my phone fixed and not break it again ...... Lol yeah		Amsterdam	Tue Dec 31 12:32:42 +0000 2013
417996741250940928	New Years resolution stayin away from these fuck nigga'z		Mountain Time (US & Canada)	Tue Dec 31 12:32:43 +0000 2013
417996748905545728	@lavenderwhitby it's my New Years resolution to come to your cottage and blog my experience:)	Sunny Scotland	Casablanca	Tue Dec 31 12:32:45 +0000 2013
